,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri,kmeans-2clusters
169,0.755,0.142,80.295,0.372,0.00665,0.0,4,0.539,1,210080,-6.018,0.887,1,audio_features,spotify:track:7I3vZmEjqKeeCI3TfisHLQ,1
173,0.647,0.0912,128.049,0.0466,0.0441,1.41e-06,4,0.641,6,261413,-8.619,0.251,0,audio_features,spotify:track:6mn3J5bVu0Bt3hPlK7lkqt,1
174,0.564,0.114,134.355,0.0292,0.161,0.0,4,0.565,2,295533,-10.044,0.454,1,audio_features,spotify:track:0jWgAnTrNZmOGmqgvHhZEm,1
175,0.668,0.111,83.005,0.0377,0.00299,0.128,4,0.231,4,461480,-5.517,0.0688,0,audio_features,spotify:track:30sZ1d4G8K8RVNhz0IWgPN,1
176,0.855,0.292,91.744,0.0293,0.136,4.5e-05,4,0.473,9,237467,-6.221,0.521,0,audio_features,spotify:track:20JrcZW9Djp70GZyFRrAfl,1
179,0.821,0.257,78.392,0.354,0.509,0.0,4,0.629,5,204360,-6.3,0.757,0,audio_features,spotify:track:1Qw87N5N9KHKZosT0wy5ug,1
180,0.669,0.111,87.156,0.308,0.378,0.000618,4,0.648,1,201600,-8.283,0.545,1,audio_features,spotify:track:6gRELaYf0hDk1WyZVAW1MX,1
182,0.873,0.123,84.786,0.0564,0.0654,0.0,4,0.421,10,202533,-4.343,0.629,1,audio_features,spotify:track:1X1DWw2pcNZ8zSub3uhlNz,1
183,0.854,0.242,125.984,0.0436,0.0178,0.0,4,0.529,6,176658,-5.29,0.654,1,audio_features,spotify:track:3OwPSJu609AMzotCEyoMiO,1
186,0.806,0.328,184.153,0.6,0.28,0.0,4,0.653,1,261250,-5.344,0.515,1,audio_features,spotify:track:1EQhc7KuP2K1ugnw45onoT,1
187,0.592,0.12,100.009,0.29,0.235,0.0,4,0.86,8,195000,-8.791,0.5,1,audio_features,spotify:track:097kcfUHo7TzzOzAKsdyhH,1
190,0.62,0.165,120.069,0.0422,0.325,0.0,4,0.71,0,295573,-11.62,0.786,0,audio_features,spotify:track:6IYLjqSKQ4ma8FwlZd9LLI,1
191,0.754,0.0744,114.898,0.0367,0.0823,5.74e-05,4,0.52,6,272947,-5.792,0.521,0,audio_features,spotify:track:7qUx8EtbduXZru3ZXlQJqS,1
192,0.874,0.0952,107.127,0.317,0.316,0.0,4,0.736,6,195840,-5.451,0.613,0,audio_features,spotify:track:2muiaDbhAy4tUCRN3eQFqA,1
193,0.816,0.988,93.85,0.0408,0.199,4.86e-06,4,0.633,9,254600,-11.223,0.606,0,audio_features,spotify:track:7hkOgKKybgawYUcrkZD3wV,1
195,0.511,0.358,114.007,0.0496,0.223,0.0,4,0.803,1,193684,-7.585,0.24,0,audio_features,spotify:track:3qT2eKpWNq5cze7kGGORDZ,1
197,0.669,0.237,112.238,0.0738,0.00286,0.0,4,0.908,7,290320,-2.827,0.662,1,audio_features,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,1
198,0.895,0.154,139.831,0.246,0.0083,0.0,4,0.597,3,283653,-4.313,0.272,1,audio_features,spotify:track:2lPXTisSIBbl5WtOvZ9gSj,1
202,0.778,0.247,146.921,0.393,0.195,0.0,4,0.735,2,182857,-4.951,0.281,1,audio_features,spotify:track:62zyHkZ3ZV3kkbUdYgVFvK,1
203,0.658,0.141,172.841,0.387,0.22,0.0,4,0.719,11,172023,-8.61,0.616,0,audio_features,spotify:track:7b5Q9wqI99ulpRjBHgR9bZ,1
204,0.706,0.0875,119.944,0.0591,0.124,0.0,4,0.714,4,212013,-5.866,0.202,0,audio_features,spotify:track:6HFVoNXErW7mM9P9sfunYh,1
205,0.781,0.168,169.954,0.0961,0.134,0.0,4,0.567,1,178668,-3.376,0.394,1,audio_features,spotify:track:5eodOuMG2p2SfH87betM3X,1
207,0.625,0.103,173.944,0.0759,0.0167,2.7e-05,4,0.602,7,209655,-7.499,0.461,1,audio_features,spotify:track:5nStQfmz4X56SGYQZ1JQSk,1
209,0.853,0.155,93.572,0.42,0.119,0.0,4,0.571,4,162787,-4.929,0.213,0,audio_features,spotify:track:6GbhNUh4u0d5RDu5jtMdyH,1
210,0.772,0.659,93.51,0.134,0.0678,0.0,4,0.7,2,178267,-3.171,0.58,0,audio_features,spotify:track:0rc3zXYH31NzCaJMAzi7va,1
211,0.607,0.0653,85.165,0.238,0.195,0.0,4,0.693,4,221860,-8.224,0.242,0,audio_features,spotify:track:3jTSkjeyBWlaH0ZZIyL4Y3,1
212,0.839,0.11,92.385,0.33,0.287,0.0,4,0.741,8,247269,-7.022,0.575,0,audio_features,spotify:track:2iAxV6os00MV8g4Dw3Capw,1
213,0.793,0.138,141.046,0.121,0.393,0.0,4,0.79,6,210237,-6.544,0.496,1,audio_features,spotify:track:1o6JHLSAtNsIj8AgAvDxXX,1
216,0.704,0.352,91.892,0.158,0.278,0.0,4,0.615,4,244931,-7.221,0.332,0,audio_features,spotify:track:5a2V37EXVyXVP9LnkxBOdK,1
217,0.701,0.107,160.021,0.39,0.238,0.0,4,0.667,10,229480,-7.24,0.338,1,audio_features,spotify:track:2eCSNerlTYETOQHYMVvRpt,1
218,0.601,0.0918,173.913,0.427,0.123,0.0,4,0.64,11,256552,-7.094,0.189,0,audio_features,spotify:track:2D0Qb8A8D1lZXu6JxZ7WJ6,1
219,0.792,0.0666,89.904,0.313,0.172,0.0,4,0.825,5,229333,-5.847,0.453,1,audio_features,spotify:track:0z2gwdxY0dL1ahay7p46sq,1
220,0.743,0.339,90.037,0.279,0.204,0.0,4,0.788,9,239295,-5.953,0.501,0,audio_features,spotify:track:7d50SeRrUgRMCMKFIkvS0s,1
221,0.489,0.0969,119.058,0.0713,0.152,0.0216,4,0.433,9,204788,-8.546,0.285,0,audio_features,spotify:track:1YSjp4pscPTOHaw2lyKVTA,1
223,0.687,0.0867,147.993,0.184,0.396,0.0,4,0.701,7,231360,-6.63,0.703,0,audio_features,spotify:track:3GFUIOx4qdGwFxKXgfy7ap,1
224,0.722,0.22,93.344,0.16,0.227,3.87e-06,4,0.506,9,186400,-7.019,0.198,0,audio_features,spotify:track:2S13g8BhBuFzkGpwDw1ONM,1
226,0.779,0.345,79.847,0.439,0.391,0.0,4,0.688,4,271740,-7.267,0.607,0,audio_features,spotify:track:2FK03KdYSIJGy4iXpKzdkS,1
227,0.638,0.44,141.967,0.0906,0.297,1.41e-06,4,0.619,2,186985,-5.754,0.36,0,audio_features,spotify:track:6vFEvkXOnOTUMgPHxogIRK,1
228,0.63,0.116,136.187,0.0439,0.132,3.01e-05,4,0.515,2,265053,-8.029,0.357,1,audio_features,spotify:track:6C48u4T4hntL2LMEIo8fbh,1
229,0.664,0.173,125.037,0.033,0.41,5.45e-05,4,0.673,0,223800,-6.838,0.649,1,audio_features,spotify:track:1Zz0sHugKITBf0ItiuhmkK,1
230,0.858,0.322,114.992,0.0786,0.0682,0.0,4,0.758,10,271262,-5.854,0.746,0,audio_features,spotify:track:3MCCT0fGIUtvMYqiFPEGmD,1
231,0.617,0.721,128.022,0.422,0.046,0.0,4,0.896,1,237240,-4.768,0.213,1,audio_features,spotify:track:6ONKZO5NqZvQpCpNdVnMhC,1
234,0.846,0.261,134.886,0.0302,0.0281,0.0,4,0.597,0,200867,-7.321,0.829,1,audio_features,spotify:track:3dae8Xfbu7454VD935DFvW,1
235,0.657,0.0845,173.17,0.216,0.119,0.0,4,0.673,1,216821,-4.424,0.328,1,audio_features,spotify:track:14ZpypwKwumffnbk1YbN1M,1
236,0.81,0.123,106.096,0.0935,0.323,0.0,4,0.739,5,195000,-4.62,0.166,0,audio_features,spotify:track:3XfOrUZyvDLVF2F9WVKZZG,1
237,0.803,0.121,157.02,0.144,0.276,0.0,4,0.804,9,247777,-6.755,0.84,1,audio_features,spotify:track:3Sy8Q6qaFefag6e8MFN5aQ,1
238,0.669,0.0852,87.782,0.378,0.198,0.0,4,0.763,5,226364,-6.631,0.464,0,audio_features,spotify:track:4b9Wkh0SbjGNYCTMrDxk6n,1
239,0.733,0.195,89.034,0.299,0.163,0.0,4,0.786,4,165468,-4.219,0.376,0,audio_features,spotify:track:4ypX43QEL7mwPW3q5bPurP,1
240,0.912,0.0923,90.045,0.0442,0.00158,0.000179,4,0.402,2,373899,-5.447,0.566,0,audio_features,spotify:track:4a66HnjRw3kBeQnIGcc8v9,1
241,0.769,0.299,174.203,0.291,0.13,0.0,4,0.74,7,176552,-3.777,0.432,0,audio_features,spotify:track:5Ux3bT0NOAk6eXkQBzfC10,1
244,0.657,0.131,88.542,0.164,0.26,0.0,4,0.782,4,170508,-7.561,0.568,1,audio_features,spotify:track:5hfJcAXpOVb65HtYqgtoE4,1
245,0.667,0.166,78.031,0.0509,0.0389,0.0136,4,0.571,11,235773,-8.365,0.439,0,audio_features,spotify:track:0vPVqOKo8LWVganQgBZS5y,1
248,0.545,0.097,149.779,0.324,0.118,0.0,3,0.642,7,213293,-6.405,0.412,0,audio_features,spotify:track:6x6gHLN8P1HxzKMAHSBluG,1
249,0.883,0.12,176.039,0.431,0.144,0.0,4,0.564,4,183320,-7.284,0.566,0,audio_features,spotify:track:6GQMNWbdMT5L3BUs2u89K0,1
250,0.558,0.158,85.917,0.263,0.0315,0.00116,4,0.644,0,186977,-7.167,0.19,1,audio_features,spotify:track:5c6tSGBihkJVM8hHxvMcJg,1
